fecha|cliente|servicio|vehiculo|origen|destino|km|cant_tramos
10/04/2013|9|13067|1|06126010|50049050|85|1
28/04/2013|13|13068|1|06217010|14021300|1044|1
16/04/2013|2|13069|1|14028020|14028030|439|1
26/04/2013|19|13070|3|06134060|50035060|1010|1
28/04/2013|8|13071|6|26007020|06119060|380|1
08/04/2013|20|13072|4|50049050|06126040|371|1
26/04/2013|6|13073|6|14021260|50049110|221|1
19/04/2013|9|13074|1|06134050|06217020|284|1
27/04/2013|7|13075|2|06134060|06112080|585|1
01/04/2013|9|13076|2|06134060|26007020|640|1
03/04/2013|10|13077|2|14021300|14021320|1015|1
24/04/2013|10|13078|3|06217010|50056050|812|1
28/04/2013|16|13079|4|50035050|26007030|701|1
06/04/2013|12|13080|3|50056060|26007020|239|1
13/04/2013|16|13081|5|06126040|14182290|226|1
26/04/2013|20|13082|6|26007040|06134040|202|1
12/04/2013|20|13083|1|06217030|06210050|409|1
19/04/2013|13|13084|3|06224010|50049050|981|1
25/04/2013|7|13085|4|06119060|50056060|440|1
13/04/2013|12|13086|1|06112080|06119040|123|1
22/04/2013|13|13087|5|06119020|50049010|205|1
03/04/2013|15|13088|5|14021320|06119090|331|1
09/04/2013|1|13089|1|06119060|06134020|172|1
07/04/2013|17|13090|4|26007020|14182280|795|1
15/04/2013|15|13091|1|14028020|14021270|462|1
26/04/2013|7|13092|6|50042020|06119080|267|1
19/04/2013|20|13093|2|14021310|06224010|152|1
03/04/2013|14|13094|5|50042020|06126040|1123|1
28/04/2013|19|13095|2|14028020|06119090|641|1
26/04/2013|11|13096|2|06134030|14021300|885|1
25/04/2013|3|13097|1|14021290|06126040|946|1
15/04/2013|20|13098|2|06210050|06134030|71|1
06/04/2013|10|13099|4|14021260|06217010|828|1
09/04/2013|18|13100|2|50056060|50049090|736|1
09/04/2013|1|13101|1|06134010|06126020|725|1
14/04/2013|4|13102|3|14028040|06134060|368|1
24/05/2013|14|13103|1|14021290|06119070|434|1
04/05/2013|17|13104|4|06119010|06119060|545|1
23/05/2013|9|13105|5|50042030|26007030|567|1
08/05/2013|1|13106|2|50049050|26007040|918|1
19/05/2013|3|13107|4|06119010|06134020|66|1
26/05/2013|15|13108|5|06119010|06217030|147|1
27/05/2013|9|13109|4|06112080|06210050|942|1
13/05/2013|13|13110|4|06119020|50056050|605|1
01/05/2013|13|13111|4|06134060|14182290|953|1
24/05/2013|18|13112|2|06134020|26014010|894|1
15/05/2013|18|13113|3|06224010|50042020|408|1
21/05/2013|15|13114|4|14021260|50049050|914|1
17/05/2013|15|13115|1|06217010|06119010|773|1
01/05/2013|8|13116|6|50042020|14021230|891|1
03/05/2013|19|13117|5|06224010|14021230|391|1
19/05/2013|14|13118|1|06126040|06134060|521|1
13/05/2013|14|13119|1|06217010|06134050|837|1
05/05/2013|13|13120|2|50056060|06134060|643|1
20/05/2013|4|13121|3|50035060|14021320|644|1
10/05/2013|19|13122|2|14028020|14021240|83|1
02/05/2013|13|13123|1|06134030|06134050|944|1
02/05/2013|20|13124|6|50049050|06126030|815|1
02/05/2013|4|13125|6|50056060|50035050|653|1
24/05/2013|20|13126|1|14021250|06119090|511|1
06/05/2013|15|13127|1|14021270|50049010|129|1
31/05/2013|17|13128|4|06119020|06112090|491|1
17/05/2013|15|13129|3|06134050|14028040|895|1
09/05/2013|12|13130|6|14021260|14028040|445|1
26/05/2013|17|13131|2|14182270|06126030|568|1
23/05/2013|12|13132|4|06126020|06217010|229|1
16/05/2013|2|13133|2|14021260|26007030|291|1
21/05/2013|3|13134|4|06119010|06134040|1026|1
12/05/2013|9|13135|2|06134050|06119080|694|1
15/05/2013|3|13136|1|06134030|50042020|854|1
23/05/2013|15|13137|2|06119060|50042030|395|1
19/05/2013|14|13138|5|06119040|14021300|914|1
01/05/2013|3|13139|5|06126040|06119090|558|1
02/05/2013|19|13140|2|50056060|14021290|185|1
28/06/2013|14|13141|5|06119040|14028030|1077|1
17/06/2013|6|13142|2|06126030|06217020|263|1
15/06/2013|16|13143|4|50042030|14028030|85|1
26/06/2013|16|13144|2|50042020|26007030|70|1
24/06/2013|3|13145|3|14021260|26007030|902|1
05/06/2013|11|13146|2|06134030|06126010|1079|1
16/06/2013|3|13147|3|14021280|06119080|373|1
18/06/2013|4|13148|3|14021280|50035060|986|1
16/06/2013|19|13149|3|14182280|50056060|911|1
09/06/2013|11|13150|1|06210050|50035060|74|1
12/06/2013|18|13151|5|14028020|50056050|537|1
10/06/2013|19|13152|5|06126030|14021280|520|1
18/06/2013|4|13153|3|06112080|50049110|182|1
28/06/2013|17|13154|1|50049010|06119050|275|1
26/06/2013|10|13155|1|06134040|06126040|638|1
21/06/2013|10|13156|1|14028050|26007040|791|1
03/06/2013|19|13157|4|50049050|14021300|490|1
06/06/2013|17|13158|6|06119010|14182280|768|1
09/06/2013|16|13159|4|06119080|26007020|457|1
27/06/2013|12|13160|6|06134040|14028050|378|1
27/06/2013|13|13161|1|06126040|14028020|402|1
06/06/2013|17|13162|1|06119040|14182280|243|1
12/06/2013|16|13163|4|50049110|14182290|1032|1
23/06/2013|9|13164|4|50035060|14021230|916|1
20/06/2013|18|13165|1|06119050|06224010|942|1
12/06/2013|13|13166|4|06134060|14021290|356|1
23/06/2013|18|13167|1|50056060|06217010|1042|1
24/06/2013|3|13168|3|06217030|06134050|629|1
15/06/2013|14|13169|2|14182280|14021320|397|1
26/06/2013|15|13170|4|26007030|14182270|436|1
18/06/2013|16|13171|5|06119050|50035050|1037|1
13/06/2013|9|13172|1|14021300|06210050|102|1
04/06/2013|13|13173|5|26007040|06126010|261|1
03/06/2013|5|13174|1|50049110|06119070|1119|1
16/06/2013|1|13175|3|06134050|06126030|93|1
09/06/2013|5|13176|1|06224020|50049090|487|1
29/06/2013|3|13177|2|06217030|50049090|335|1
12/06/2013|19|13178|3|06119020|50049050|663|1
09/07/2013|14|13179|5|14182270|06134010|532|1
06/07/2013|16|13180|3|14021270|14028020|103|1
23/07/2013|5|13181|4|06224020|06134060|653|1
17/07/2013|18|13182|2|06119080|50042020|569|1
30/07/2013|14|13183|5|26007030|06217010|1092|1
06/07/2013|7|13184|1|14021230|06119060|89|1
09/07/2013|14|13185|2|06134040|14021270|656|1
30/07/2013|12|13186|3|26007020|14021250|470|1
10/07/2013|15|13187|4|14028020|06112090|1127|1
19/07/2013|17|13188|6|50049110|26007020|1050|1
18/07/2013|3|13189|1|14021300|14028020|288|1
29/07/2013|13|13190|6|50056060|14021310|872|1
29/07/2013|5|13191|4|06112080|06134040|764|1
12/07/2013|14|13192|1|06224010|06210050|511|1
30/07/2013|1|13193|1|14021300|06112080|595|1
23/07/2013|17|13194|2|06119020|50056050|209|1
18/07/2013|15|13195|3|14182290|06134060|999|1
13/07/2013|1|13196|3|06224020|06134040|446|1
23/07/2013|4|13197|4|14021300|06112090|54|1
01/07/2013|13|13198|1|06126020|06126010|101|1
28/07/2013|7|13199|4|06134040|26014010|724|1
31/07/2013|15|13200|5|50056060|06112080|1102|1
20/07/2013|8|13201|3|06119060|14021260|606|1
21/07/2013|2|13202|2|06224010|06210050|415|1
29/07/2013|18|13203|1|50049110|14182290|634|1
06/07/2013|18|13204|6|14021300|06126020|291|1
18/07/2013|20|13205|1|06134030|14021290|106|1
08/07/2013|2|13206|6|06112090|06134050|1099|1
04/07/2013|3|13207|2|50049050|14028030|973|1
28/07/2013|1|13208|5|26007030|14182270|1071|1
26/07/2013|6|13209|3|06224020|50042030|861|1
27/07/2013|5|13210|1|14182270|06126020|303|1
12/07/2013|12|13211|2|06134060|06134020|1061|1
06/07/2013|8|13212|4|14021300|06119070|309|1
06/07/2013|6|13213|6|14182290|50035060|156|1
29/07/2013|3|13214|1|14021250|26007040|893|1
09/08/2013|12|13215|4|50035050|06112090|732|1
23/08/2013|3|13216|6|26014010|06217010|268|1
21/08/2013|18|13217|1|06126030|26007020|229|1
27/08/2013|4|13218|1|14021280|14021250|349|1
06/08/2013|11|13219|4|06134010|26007020|1029|1
23/08/2013|9|13220|1|14182270|14021250|877|1
13/08/2013|1|13221|6|06210050|14021240|759|1
12/08/2013|4|13222|3|06119050|06224010|371|1
12/08/2013|1|13223|4|14021230|14182280|434|1
03/08/2013|3|13224|1|14182290|06134010|573|1
10/08/2013|20|13225|5|06134040|50035050|96|1
31/08/2013|10|13226|1|06224010|14182270|375|1
08/08/2013|10|13227|1|50049010|14021300|1003|1
02/08/2013|13|13228|6|26007030|14021290|609|1
23/08/2013|2|13229|2|06119010|14182290|1104|1
10/08/2013|16|13230|3|26014010|06119050|111|1
13/08/2013|15|13231|3|06119090|06112090|833|1
28/08/2013|5|13232|5|06134060|06134010|369|1
09/08/2013|15|13233|6|50056050|06217020|619|1
04/08/2013|19|13234|6|06134060|06126040|659|1
18/08/2013|2|13235|4|06119040|14021290|269|1
26/08/2013|1|13236|1|06217030|14021250|674|1
16/08/2013|14|13237|5|06119050|06134060|391|1
01/08/2013|20|13238|2|06126040|06134050|1139|1
10/08/2013|1|13239|5|06134050|14182290|466|1
11/08/2013|19|13240|2|06134060|06119050|318|1
17/08/2013|4|13241|2|14021240|06134060|671|1
12/08/2013|19|13242|2|50042020|06119040|108|1
01/08/2013|9|13243|3|06134050|06134030|379|1
29/08/2013|9|13244|6|14021250|50049090|599|1
26/08/2013|2|13245|5|06119020|06119060|745|1
15/08/2013|9|13246|5|14021310|14021320|599|1
05/08/2013|4|13247|5|14028050|14021310|672|1
08/08/2013|11|13248|5|50056050|50035050|104|1
01/08/2013|18|13249|6|26007030|50042030|898|1
05/08/2013|5|13250|6|50049050|06134010|212|1
15/08/2013|14|13251|6|06119020|50035050|184|1
09/08/2013|6|13252|5|50049090|06126010|385|1
09/08/2013|11|13253|1|50056060|50042030|962|1
25/09/2013|6|13254|1|06119070|06126010|158|1
24/09/2013|1|13255|4|50049050|50035050|456|1
22/09/2013|13|13256|5|06112080|14021250|662|1
16/09/2013|18|13257|1|06119020|50049110|168|1
10/09/2013|17|13258|6|06224010|50056050|810|1
04/09/2013|8|13259|6|06134050|06134060|892|1
05/09/2013|14|13260|1|06119040|06217020|638|1
12/09/2013|13|13261|3|50049110|06119060|844|1
23/09/2013|7|13262|1|06112080|06119050|821|1
23/09/2013|2|13263|4|06126020|26014010|833|1
02/09/2013|3|13264|4|14021230|06134060|243|1
23/09/2013|6|13265|6|06224020|06134010|904|1
13/09/2013|16|13266|6|26007040|14182270|92|1
21/09/2013|5|13267|3|14021240|06119050|793|1
12/09/2013|1|13268|1|26014010|06134050|402|1
28/09/2013|17|13269|6|50049050|06119050|322|1
09/09/2013|10|13270|1|50035050|06134060|851|1
20/09/2013|4|13271|4|06134050|50056060|794|1
15/09/2013|17|13272|2|06119020|50049090|538|1
10/09/2013|8|13273|3|06119070|50049050|196|1
10/09/2013|6|13274|5|50049010|50049050|826|1
27/09/2013|4|13275|5|14028030|50056060|1026|1
12/09/2013|19|13276|4|06119020|06210050|42|1
22/09/2013|13|13277|3|06119040|14182270|713|1
23/09/2013|16|13278|6|50049050|06134020|601|1
10/09/2013|18|13279|4|06210050|26007020|389|1
10/09/2013|2|13280|1|14021270|14182270|799|1
10/09/2013|20|13281|4|14028030|14021230|734|1
14/09/2013|4|13282|5|50049050|06119010|86|1
28/09/2013|14|13283|1|06119070|14028050|758|1
12/09/2013|12|13284|1|06126030|50049050|433|1
18/09/2013|8|13285|1|06217020|06224010|690|1
18/09/2013|3|13286|3|26014010|06119020|191|1
07/09/2013|12|13287|4|14021320|14182290|507|1
06/09/2013|12|13288|4|26007040|26014010|603|1
02/10/2013|11|13289|2|06119010|14028020|642|1
07/10/2013|12|13290|4|06119090|50049050|938|1
30/10/2013|4|13291|6|06112090|06119050|763|1
31/10/2013|5|13292|1|06119050|14028030|884|1
11/10/2013|16|13293|6|06119040|06134050|739|1
11/10/2013|17|13294|4|06119090|06217030|76|1
22/10/2013|19|13295|5|06224020|06134030|43|1
02/10/2013|14|13296|6|06134060|06217010|50|1
04/10/2013|16|13297|3|06126020|06119090|1136|1
05/10/2013|18|13298|3|06134030|06217010|157|1
09/10/2013|20|13299|4|06112080|06119020|706|1
24/10/2013|6|13300|1|50049110|14021260|131|1
01/10/2013|3|13301|6|14182280|14021290|570|1
08/10/2013|8|13302|2|06119080|06134030|943|1
20/10/2013|3|13303|3|14028020|06119040|445|1
16/10/2013|16|13304|5|50049090|06224010|950|1
23/10/2013|18|13305|2|50042020|06134010|125|1
31/10/2013|18|13306|3|06224020|06119050|1053|1
23/10/2013|9|13307|2|14182290|06217030|332|1
24/10/2013|3|13308|5|50035050|50042020|238|1
16/10/2013|17|13309|2|14028030|06119040|1046|1
04/10/2013|3|13310|5|14021230|26007020|230|1
09/10/2013|16|13311|4|06126040|06217020|106|1
11/10/2013|8|13312|1|50035060|50056050|490|1
12/10/2013|7|13313|3|14028020|14182270|831|1
12/10/2013|18|13314|5|14182290|06126040|731|1
15/10/2013|19|13315|3|50049010|06134030|217|1
28/10/2013|1|13316|6|14021240|06224010|55|1
03/10/2013|11|13317|5|14021310|06134060|226|1
24/10/2013|5|13318|6|06217020|50042030|1022|1
07/10/2013|15|13319|6|14021270|06119010|158|1
13/10/2013|12|13320|5|06119050|14021230|618|1
03/10/2013|8|13321|1|06134040|50042030|260|1
31/10/2013|3|13322|2|14028040|14021300|1058|1
03/10/2013|11|13323|4|06134050|14182280|890|1
11/10/2013|14|13324|6|14021300|26007040|768|1
22/10/2013|12|13325|6|06217020|06119060|949|1
15/10/2013|16|13326|1|06119070|26007040|1118|1
18/10/2013|20|13327|6|14021230|14028020|637|1
12/10/2013|1|13328|5|50049110|06119020|139|1
31/10/2013|14|13329|1|50049110|50049090|939|1
31/10/2013|11|13330|6|50035060|06134030|1104|1
26/10/2013|1|13331|5|06134060|14182290|487|1
02/11/2013|17|13332|3|06119080|14021230|663|1
23/11/2013|5|13333|5|14028040|14021230|462|1
18/11/2013|15|13334|3|14182290|14028020|57|1
19/11/2013|10|13335|3|14021290|50035060|1135|1
17/11/2013|3|13336|2|50049110|26007040|664|1
16/11/2013|18|13337|6|14021260|50035050|503|1
22/11/2013|13|13338|4|06119010|14021290|856|1
19/11/2013|17|13339|4|14028020|50035060|136|1
03/11/2013|1|13340|6|50056050|06224020|651|1
11/11/2013|6|13341|4|50035060|50035050|692|1
14/11/2013|16|13342|3|26014010|06119050|767|1
21/11/2013|20|13343|4|14021240|26007030|127|1
06/11/2013|19|13344|6|06134020|50049050|869|1
26/11/2013|15|13345|3|06119060|14021320|338|1
27/11/2013|9|13346|4|06119040|06134040|252|1
13/11/2013|15|13347|3|06217030|06119020|505|1
20/11/2013|7|13348|1|06134050|06119070|375|1
02/11/2013|3|13349|3|06217010|06126010|987|1
03/11/2013|9|13350|6|06119090|26014010|438|1
22/11/2013|11|13351|6|50035050|14021230|448|1
05/11/2013|8|13352|4|06134040|14021270|776|1
02/11/2013|10|13353|6|06217030|50056050|170|1
07/11/2013|19|13354|6|06217030|50049090|878|1
27/11/2013|2|13355|2|06119070|06134060|425|1
26/11/2013|17|13356|3|06119050|06119020|213|1
19/11/2013|12|13357|5|14021230|14021300|674|1
07/11/2013|8|13358|5|14021230|14021310|749|1
12/11/2013|10|13359|1|06134050|50042030|541|1
05/11/2013|18|13360|1|50049050|06134060|675|1
02/11/2013|3|13361|1|14028030|14028040|160|1
06/11/2013|11|13362|2|06126040|26007030|187|1
06/11/2013|15|13363|1|06126030|06224020|120|1
18/11/2013|11|13364|2|14021250|06112080|60|1
30/11/2013|9|13365|1|06112090|50035060|714|1
08/11/2013|14|13366|6|06134040|14028050|665|1
23/11/2013|2|13367|3|06134010|06126020|725|1
25/11/2013|6|13368|2|06112080|06119070|860|1
22/11/2013|16|13369|1|06119040|26007020|936|1
04/11/2013|14|13370|2|06134020|06224010|1099|1
18/11/2013|4|13371|6|50049050|14028050|518|1
24/11/2013|4|13372|4|06217030|14182290|297|1
27/11/2013|11|13373|3|06119060|06210050|267|1
12/11/2013|13|13374|2|06217030|14021260|701|1
18/11/2013|6|13375|4|50049010|14028040|854|1
18/12/2013|15|13376|2|14028020|14028050|418|1
15/12/2013|4|13377|1|06126040|06119080|398|1
09/12/2013|5|13378|5|14028050|26007040|905|1
22/12/2013|14|13379|5|50049110|50042020|967|1
08/12/2013|14|13380|3|06112090|50049090|89|1
15/12/2013|7|13381|5|06112080|14028020|307|1
21/12/2013|6|13382|3|14182280|14021230|1021|1
14/12/2013|19|13383|1|14021230|06119040|220|1
25/12/2013|1|13384|2|14021270|06217020|1134|1
29/12/2013|3|13385|1|06112080|14182290|774|1
30/12/2013|1|13386|5|14021240|50042020|439|1
28/12/2013|9|13387|6|06224020|50042030|1068|1
24/12/2013|12|13388|4|06134060|50042020|719|1
19/12/2013|3|13389|1|50049110|06119080|1137|1
09/12/2013|5|13390|1|50049110|06119080|211|1
15/12/2013|14|13391|3|14021310|14021230|982|1
04/12/2013|17|13392|6|06126020|06134020|926|1
16/12/2013|7|13393|4|26007040|50049110|954|1
23/12/2013|9|13394|4|14021320|06134040|125|1
25/12/2013|2|13395|5|14028030|06134030|564|1
01/12/2013|3|13396|3|50042030|14182280|686|1
26/12/2013|5|13397|3|14028040|50042020|1051|1
22/12/2013|1|13398|4|14182280|06119060|881|1
17/12/2013|13|13399|4|26007020|06224020|1088|1
13/12/2013|13|13400|3|14021290|06134050|503|1
04/12/2013|9|13401|1|50056060|50042020|850|1
30/12/2013|2|13402|6|26007040|14021280|358|1
23/12/2013|15|13403|4|06126030|50049090|525|1
25/12/2013|13|13404|6|06217020|06134030|163|1
17/12/2013|20|13405|4|14028040|14021250|792|1
03/12/2013|5|13406|3|06134050|06112080|467|1
31/12/2013|15|13407|3|06126010|06112090|154|1
10/12/2013|15|13408|2|06119090|06119060|431|1
04/12/2013|2|13409|6|14021240|50056060|1039|1
03/12/2013|4|13410|1|06217020|50049110|391|1
01/12/2013|5|13411|4|14028040|14182290|864|1
26/12/2013|14|13412|5|06119020|50056060|1036|1
13/12/2013|15|13413|2|14021230|14182280|873|1
02/12/2013|10|13414|4|14028050|06224010|417|1
06/12/2013|17|13415|6|14021280|26007030|143|1
03/12/2013|13|13416|6|26007020|06119070|443|1
01/12/2013|20|13417|6|14021290|14021310|974|1
24/12/2013|13|13418|6|06217010|06119010|949|1
03/12/2013|9|13419|5|14021300|50056050|749|1
31/01/2014|7|13420|4|06224010|06126030|456|1
10/01/2014|8|13421|5|26007030|14028050|953|1
29/01/2014|7|13422|6|14021270|06126020|527|1
27/01/2014|18|13423|2|14021240|14028040|495|1
12/01/2014|10|13424|5|06119070|06134020|674|1
14/01/2014|18|13425|3|06126010|50049110|603|1
20/01/2014|4|13426|2|06119040|14021300|138|1
22/01/2014|4|13427|1|14021310|06112080|247|1
14/01/2014|17|13428|2|14028040|06134020|495|1
04/01/2014|10|13429|6|14028020|50049010|41|1
16/01/2014|20|13430|1|06126030|06119060|1027|1
16/01/2014|8|13431|4|06126040|06134020|449|1
02/01/2014|9|13432|1|14021290|06119050|580|1
25/01/2014|3|13433|2|14021320|14021270|755|1
27/01/2014|11|13434|6|06134020|50035060|94|1
01/01/2014|6|13435|1|26007030|14182290|948|1
19/01/2014|6|13436|2|14021320|06134020|546|1
27/01/2014|9|13437|3|14021280|06126040|554|1
27/01/2014|12|13438|2|14021290|06112080|457|1
09/01/2014|20|13439|2|14028020|50035060|145|1
27/01/2014|19|13440|3|06119020|50056050|723|1
04/01/2014|17|13441|2|06217030|50035060|1066|1
11/01/2014|5|13442|4|14021250|14182290|798|1
09/01/2014|3|13443|2|06112090|50056060|57|1
07/01/2014|9|13444|2|50042020|14021260|804|1
12/01/2014|8|13445|6|14021260|06119090|823|1
07/01/2014|7|13446|1|06119060|14021310|535|1
24/01/2014|18|13447|3|06134020|50042020|660|1
23/01/2014|2|13448|5|14021280|50042030|295|1
17/01/2014|19|13449|5|14021260|14021300|933|1
22/01/2014|6|13450|4|06119020|14021320|548|1
29/01/2014|1|13451|6|06126040|06134010|794|1
04/01/2014|16|13452|3|50056050|06119060|747|1
24/01/2014|18|13453|4|26007020|14182270|124|1
09/01/2014|3|13454|6|06210050|06112080|486|1
16/02/2014|19|13455|4|26007040|06119050|925|1
21/02/2014|13|13456|6|06224010|06210050|1000|1
21/02/2014|18|13457|1|06217030|06224010|703|1
01/02/2014|12|13458|1|14021240|14021320|262|1
10/02/2014|1|13459|3|06134010|06134060|97|1
14/02/2014|10|13460|1|50049090|26007030|384|1
06/02/2014|6|13461|5|50056050|06126010|285|1
27/02/2014|2|13462|1|06134050|26007020|396|1
20/02/2014|14|13463|1|06119060|14021310|576|1
20/02/2014|17|13464|5|26007020|06112080|321|1
01/02/2014|6|13465|3|14021280|14021240|963|1
11/02/2014|13|13466|3|50042020|06134060|323|1
10/02/2014|5|13467|6|06119040|26007040|745|1
15/02/2014|6|13468|5|06119060|06112080|929|1
05/02/2014|17|13469|5|14021230|06134050|63|1
11/02/2014|17|13470|4|50042030|06112090|429|1
05/02/2014|10|13471|2|06119010|50035060|726|1
12/02/2014|1|13472|1|26007040|14021280|429|1
28/02/2014|12|13473|1|50049010|14021230|1074|1
09/02/2014|2|13474|2|06134040|14021230|266|1
11/02/2014|13|13475|6|14182270|50042030|1077|1
23/02/2014|1|13476|5|06134050|50049010|56|1
20/02/2014|1|13477|2|14021230|06126020|298|1
06/02/2014|1|13478|2|14182290|50049050|784|1
17/02/2014|11|13479|6|50049090|06134040|516|1
06/02/2014|9|13480|6|26007020|06126040|309|1
19/02/2014|2|13481|5|06134010|06112080|51|1
26/02/2014|1|13482|2|14028030|26007040|95|1
05/02/2014|20|13483|3|14021240|06126040|383|1
04/02/2014|3|13484|3|06119080|14021260|635|1
07/02/2014|1|13485|4|06224020|14021260|1095|1
17/02/2014|16|13486|3|50049110|14028020|382|1
18/02/2014|11|13487|3|14028040|50049090|447|1
17/02/2014|7|13488|4|14021240|06134060|356|1
05/02/2014|14|13489|4|26007040|14021310|708|1
02/02/2014|16|13490|4|14021240|50049090|640|1
05/02/2014|16|13491|2|06217020|06217010|343|1
27/02/2014|11|13492|5|14021240|50056050|828|1
26/02/2014|11|13493|4|06217030|06217020|793|1
16/02/2014|13|13494|6|50049090|06126030|554|1
10/02/2014|4|13495|6|06112090|06119020|46|1
25/02/2014|2|13496|3|26007040|06134050|41|1
05/02/2014|16|13497|3|14021230|14028030|723|1
15/03/2014|10|13498|1|06126040|50049090|1064|1
02/03/2014|12|13499|3|14028040|14028050|588|1
17/03/2014|20|13500|3|06134060|06112080|347|1
14/03/2014|6|13501|2|06119090|14021240|354|1
18/03/2014|19|13502|3|06134040|50042030|779|1
17/03/2014|20|13503|6|06126040|50056050|479|1
23/03/2014|18|13504|6|06217010|06119090|303|1
01/03/2014|6|13505|1|06126020|14021280|478|1
04/03/2014|15|13506|4|14028030|14021310|637|1
18/03/2014|11|13507|2|06119040|50042030|287|1
29/03/2014|4|13508|2|14021290|50049110|375|1
03/03/2014|6|13509|2|06134020|50049050|634|1
28/03/2014|7|13510|3|06119060|06217020|790|1
09/03/2014|5|13511|3|06119050|06119020|973|1
10/03/2014|15|13512|4|14021290|06126030|263|1
08/03/2014|14|13513|3|26014010|06119040|871|1
15/03/2014|5|13514|1|14028030|06119060|1066|1
09/03/2014|13|13515|6|06119050|14021290|267|1
17/03/2014|5|13516|4|06134010|06126010|1134|1
26/03/2014|5|13517|1|06126020|06119050|90|1
02/03/2014|20|13518|3|06134050|14021310|48|1
09/03/2014|9|13519|5|06126040|14021250|858|1
10/03/2014|6|13520|1|14021280|50056060|652|1
09/03/2014|2|13521|3|14021300|14021240|736|1
28/03/2014|4|13522|3|06119020|06112080|350|1
17/03/2014|9|13523|5|14028020|06126030|582|1
10/03/2014|20|13524|5|14021280|14021290|790|1
31/03/2014|1|13525|1|06134030|14182270|967|1
16/03/2014|15|13526|1|50035060|14021290|277|1
23/03/2014|12|13527|5|06119070|06119090|883|1
27/03/2014|4|13528|3|14021260|06217020|937|1
30/03/2014|1|13529|1|50042020|06224010|724|1
07/03/2014|6|13530|1|50049010|06119050|468|1
24/03/2014|2|13531|6|50049110|06217020|576|1
05/03/2014|11|13532|4|06126010|14028020|489|1
26/03/2014|3|13533|2|14028030|06126020|776|1
21/03/2014|12|13534|6|50035060|50049110|238|1
26/03/2014|11|13535|4|50049050|14182270|189|1
10/03/2014|18|13536|1|06119040|06119090|1026|1
21/04/2014|5|13537|2|50049110|06217010|666|1
09/04/2014|7|13538|1|50042020|14182270|521|1
18/04/2014|8|13539|2|06134030|14021250|845|1
15/04/2014|3|13540|2|50049010|06126020|312|1
17/04/2014|1|13541|3|06119040|06217030|733|1
11/04/2014|10|13542|3|06126010|06224010|864|1
06/04/2014|9|13543|6|06119050|26007030|480|1
28/04/2014|2|13544|3|06126010|50035050|339|1
07/04/2014|5|13545|1|50049090|06134030|441|1
09/04/2014|11|13546|6|50035050|06217030|515|1
09/04/2014|18|13547|3|14182290|06126040|441|1
15/04/2014|6|13548|6|06224010|50056050|691|1
18/04/2014|8|13549|2|14021290|06119050|868|1
25/04/2014|19|13550|4|26007020|14028030|108|1
25/04/2014|16|13551|6|06134040|14182290|784|1
14/04/2014|19|13552|6|26007030|06224010|231|1
14/04/2014|9|13553|1|14021290|14028050|71|1
16/04/2014|20|13554|2|14028050|06217020|786|1
30/04/2014|11|13555|2|06119050|50049050|116|1
19/04/2014|8|13556|4|50049050|50035050|168|1
30/04/2014|1|13557|6|26007020|06112090|1051|1
24/04/2014|11|13558|5|06119060|50035050|530|1
22/04/2014|6|13559|5|06119020|14021250|488|1
09/04/2014|19|13560|2|06134020|06119060|882|1
10/04/2014|1|13561|1|06134020|06217010|469|1
30/04/2014|20|13562|3|06126040|06119020|587|1
19/04/2014|3|13563|4|50049110|50056050|176|1
21/04/2014|2|13564|1|50035050|14021270|981|1
03/04/2014|4|13565|6|06217030|26007030|274|1
23/04/2014|17|13566|6|50049050|50049090|371|1
01/04/2014|9|13567|3|06217030|14182290|935|1
17/04/2014|16|13568|5|14028040|06134060|345|1
19/04/2014|19|13569|2|50042030|14028050|833|1
25/04/2014|18|13570|6|06217010|14021250|827|1
23/04/2014|4|13571|5|06126010|06119070|773|1
25/04/2014|7|13572|5|14182280|50035050|636|1
02/04/2014|3|13573|3|14182280|06224010|712|1
29/04/2014|14|13574|3|14021320|26007030|526|1
30/04/2014|1|13575|4|14021250|06119060|180|1
28/04/2014|20|13576|4|50042030|14182280|49|1
27/04/2014|16|13577|3|06134040|06119070|815|1
08/04/2014|5|13578|1|06119020|06119080|768|1
21/04/2014|19|13579|5|26014010|06119050|385|1
12/05/2014|9|13580|6|26007030|06126030|293|1
28/05/2014|2|13581|1|06224020|14021320|816|1
30/05/2014|20|13582|2|06126030|50049050|553|1
20/05/2014|2|13583|3|50056060|06119010|417|1
27/05/2014|14|13584|5|14021300|26007040|493|1
23/05/2014|20|13585|2|06119010|06134050|636|1
24/05/2014|7|13586|1|06119010|26007020|710|1
19/05/2014|11|13587|3|50042030|14028030|385|1
08/05/2014|18|13588|3|06217030|06119070|478|1
28/05/2014|15|13589|1|06210050|14021290|891|1
07/05/2014|6|13590|6|50035060|06134020|763|1
25/05/2014|13|13591|4|06217010|14028030|582|1
23/05/2014|15|13592|1|50035060|14028050|320|1
26/05/2014|2|13593|1|06217030|14021320|978|1
24/05/2014|6|13594|3|06217030|06119060|1056|1
30/05/2014|4|13595|2|14021250|14021280|444|1
06/05/2014|14|13596|1|50049050|06119090|894|1
29/05/2014|16|13597|3|50049090|06126020|532|1
09/05/2014|18|13598|1|06119050|50042020|240|1
17/05/2014|4|13599|3|06126020|14028020|671|1
05/05/2014|12|13600|1|06112080|50042030|291|1
07/05/2014|20|13601|2|06126020|50035060|416|1
